Core Based Statistical Area,Pollutant,Trend Statistic,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,2019_x,2020_x,2021,2022,State,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019_y,2020_y
"Baton Rouge, LA",CO,2nd Max,3.6,4.8,3.7,3.1,2.7,2.1,3.3,1.6,1.8,1.1,2.0,1.4,1.7,1.8,1.3,1.2,1.1,1.0,1.7,0.9,0.8,0.9,0.9,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",NO2,Annual Mean,10.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",NO2,98th Percentile,45.0,45.0,39.0,40.0,38.0,38.0,37.0,37.0,35.0,34.0,34.0,31.0,30.0,28.0,29.0,26.0,27.0,26.0,26.0,26.0,23.0,23.0,25.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",O3,4th Max,0.092,0.079,0.076,0.086,0.08,0.084,0.085,0.081,0.073,0.075,0.075,0.079,0.073,0.064,0.069,0.07,0.066,0.069,0.069,0.066,0.065,0.063,0.066,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",PM2.5,Weighted Annual Mean,14.2,13.1,12.3,12.8,12.5,13.9,13.8,12.3,11.4,9.8,10.8,10.4,9.7,8.7,8.9,8.8,9.1,8.4,9.3,8.9,8.1,8.3,8.6,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",PM2.5,98th Percentile,35.0,30.0,25.0,28.0,29.0,29.0,32.0,25.0,23.0,20.0,21.0,23.0,21.0,20.0,19.0,20.0,20.0,18.0,23.0,21.0,19.0,18.0,19.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Baton Rouge, LA",SO2,99th Percentile,104.0,100.0,99.0,81.0,102.0,117.0,100.0,102.0,97.0,103.0,64.0,40.0,32.0,24.0,21.0,19.0,17.0,16.0,18.0,15.0,15.0,15.0,17.0,LA,920.5,932.5,933.5,944.9,927.3,969.2,930.7,913.4,929.3,896.8,897.1,893.8,919.6,935.5,943.5,936.0,946.4,977.8,988.2,988.2,1221.7
"Bay City, MI",PM2.5,Weighted Annual Mean,11.5,11.5,11.2,10.9,9.8,12.4,10.2,10.2,8.9,8.1,8.2,7.7,7.7,7.5,8.2,7.7,6.8,6.8,7.1,6.8,4.7,6.1,6.4,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Bay City, MI",PM2.5,98th Percentile,34.0,34.0,32.0,27.0,28.0,41.0,28.0,25.0,24.0,23.0,31.0,21.0,22.0,16.0,21.0,23.0,20.0,22.0,18.0,18.0,14.0,16.0,18.0,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Beaumont-Port Arthur, TX",NO2,Annual Mean,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Beaumont-Port Arthur, TX",NO2,98th Percentile,43.0,47.0,41.0,40.0,41.0,38.0,39.0,38.0,39.0,34.0,37.0,36.0,31.0,30.0,33.0,29.0,31.0,30.0,29.0,27.0,28.0,29.0,30.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Beaumont-Port Arthur, TX",O3,4th Max,0.088,0.082,0.08,0.083,0.083,0.081,0.083,0.077,0.071,0.072,0.076,0.077,0.072,0.064,0.065,0.067,0.063,0.064,0.071,0.067,0.061,0.063,0.062,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Beaumont-Port Arthur, TX",SO2,99th Percentile,135.0,91.0,79.0,78.0,80.0,79.0,161.0,87.0,72.0,82.0,75.0,44.0,50.0,34.0,36.0,38.0,42.0,37.0,32.0,33.0,29.0,46.0,37.0,TX,719.1,716.6,717.0,703.0,682.6,686.9,672.7,673.7,678.4,658.2,662.3,656.8,668.4,677.5,682.2,690.4,689.0,699.9,704.5,701.3,852.6
"Bellingham, WA",O3,4th Max,0.052,0.05,0.053,0.056,0.062,0.055,0.055,0.052,0.049,0.046,0.048,0.043,0.047,0.043,0.047,0.048,0.045,0.05,0.062,0.044,0.05,0.052,0.048,WA,745.5,745.8,749.1,752.3,724.6,738.4,723.9,732.4,741.0,724.0,716.0,727.5,726.5,735.3,737.8,761.4,751.5,769.6,754.8,765.1,820.8
"Bennington, VT",O3,4th Max,0.071,0.083,0.086,0.073,0.075,0.073,0.068,0.077,0.069,0.068,0.068,0.059,0.069,0.062,0.061,0.063,0.067,0.065,0.065,0.056,0.053,0.063,0.057,VT,842.1,849.5,824.6,828.7,805.7,815.5,810.4,830.7,834.9,805.7,859.8,867.3,877.1,899.9,897.4,945.5,946.1,963.2,962.3,954.5,1036.2
"Billings, MT",SO2,99th Percentile,100.0,107.0,107.0,96.0,105.0,76.0,71.0,80.0,89.0,72.0,91.0,81.0,70.0,48.0,93.0,48.0,18.0,32.0,22.0,18.0,18.0,22.0,26.0,MT,897.4,911.3,933.0,920.7,870.3,907.1,889.3,894.0,912.8,887.2,892.1,913.1,893.0,936.9,916.5,962.5,950.1,971.0,940.6,973.3,1113.0
"Birmingham-Hoover, AL",CO,2nd Max,3.7,6.3,3.7,3.1,3.9,2.5,3.1,2.0,2.2,2.9,2.2,2.1,1.7,1.7,2.4,1.9,1.4,1.0,1.2,1.2,1.1,1.0,0.8,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Birmingham-Hoover, AL",O3,4th Max,0.087,0.08,0.083,0.074,0.072,0.08,0.084,0.09,0.076,0.066,0.073,0.077,0.078,0.064,0.064,0.067,0.069,0.062,0.066,0.069,0.06,0.062,0.063,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Birmingham-Hoover, AL",PM10,2nd Max,123.8,99.0,94.3,106.3,101.8,91.5,91.3,114.3,83.8,67.5,71.5,57.8,49.4,46.0,73.0,61.5,47.5,43.3,47.0,58.0,63.8,59.8,55.0,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Birmingham-Hoover, AL",PM2.5,Weighted Annual Mean,20.0,17.3,16.4,15.7,16.0,18.0,17.3,17.2,14.0,11.1,12.7,12.4,11.1,10.3,10.9,10.3,9.2,9.5,9.0,9.2,8.8,9.8,9.2,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Birmingham-Hoover, AL",PM2.5,98th Percentile,47.0,39.0,36.0,36.0,39.0,43.0,38.0,45.0,31.0,24.0,26.0,27.0,22.0,21.0,22.0,20.0,17.0,20.0,19.0,18.0,19.0,23.0,19.0,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Birmingham-Hoover, AL",SO2,99th Percentile,149.0,63.0,50.0,53.0,56.0,70.0,70.0,50.0,69.0,41.0,33.0,31.0,36.0,22.0,17.0,17.0,11.0,12.0,11.0,10.0,5.0,7.0,6.0,AL,1013.3,1014.3,1028.3,1037.3,1018.0,1030.5,1014.8,999.3,1011.1,997.7,1005.0,1013.6,1022.4,1038.3,1035.5,1068.3,1078.8,1092.1,1112.0,1103.5,1316.2
"Bishop, CA",PM10,2nd Max,2128.3,3282.3,1894.5,2565.0,1714.8,1211.3,1631.8,193.0,343.3,279.0,537.0,408.0,388.5,281.4,261.6,220.8,206.0,478.0,179.5,166.3,356.0,181.0,310.5,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Bishop, CA",PM2.5,Weighted Annual Mean,5.5,5.5,8.2,4.9,5.2,4.6,6.1,5.8,7.1,6.8,7.0,8.1,6.6,8.0,7.9,7.0,6.6,8.0,7.0,5.2,10.4,9.7,6.2,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Bishop, CA",PM2.5,98th Percentile,23.0,23.0,62.0,15.0,22.0,13.0,22.0,35.0,44.0,36.0,28.0,44.0,28.0,39.0,29.0,24.0,25.0,37.0,25.0,16.0,67.0,58.0,26.0,CA,677.7,678.8,672.6,679.0,653.6,661.6,658.3,644.7,641.4,629.7,628.2,636.6,637.6,647.9,633.8,662.2,668.1,678.3,679.6,682.9,812.4
"Bismarck, ND",NO2,Annual Mean,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,ND,911.9,946.4,923.3,953.3,868.8,889.0,903.6,851.8,892.8,889.4,883.7,872.2,863.0,861.6,836.3,822.1,823.5,849.2,847.9,879.5,1052.1
"Bismarck, ND",O3,4th Max,0.055,0.057,0.058,0.062,0.05,0.057,0.064,0.059,0.06,0.057,0.061,0.058,0.057,0.061,0.06,0.064,0.054,0.062,0.063,0.061,0.055,0.065,0.056,ND,911.9,946.4,923.3,953.3,868.8,889.0,903.6,851.8,892.8,889.4,883.7,872.2,863.0,861.6,836.3,822.1,823.5,849.2,847.9,879.5,1052.1
"Bismarck, ND",PM2.5,Weighted Annual Mean,6.6,6.7,6.4,7.2,6.2,6.5,6.8,6.8,7.0,6.5,7.8,6.3,6.3,5.9,4.9,5.0,4.6,5.8,6.0,4.4,5.3,9.7,8.1,ND,911.9,946.4,923.3,953.3,868.8,889.0,903.6,851.8,892.8,889.4,883.7,872.2,863.0,861.6,836.3,822.1,823.5,849.2,847.9,879.5,1052.1
"Bismarck, ND",PM2.5,98th Percentile,14.0,17.0,16.0,16.0,18.0,17.0,21.0,14.0,14.0,17.0,19.0,13.0,16.0,15.0,13.0,27.0,17.0,18.0,21.0,13.0,15.0,47.0,21.0,ND,911.9,946.4,923.3,953.3,868.8,889.0,903.6,851.8,892.8,889.4,883.7,872.2,863.0,861.6,836.3,822.1,823.5,849.2,847.9,879.5,1052.1
"Bismarck, ND",SO2,99th Percentile,65.0,62.0,59.0,69.0,69.0,61.0,45.0,63.0,55.0,42.0,59.0,52.0,40.0,24.0,9.0,9.0,11.0,14.0,10.0,8.0,11.0,13.0,10.0,ND,911.9,946.4,923.3,953.3,868.8,889.0,903.6,851.8,892.8,889.4,883.7,872.2,863.0,861.6,836.3,822.1,823.5,849.2,847.9,879.5,1052.1
"Bloomington, IL",O3,4th Max,0.072,0.072,0.085,0.074,0.068,0.077,0.072,0.075,0.067,0.071,0.066,0.068,0.079,0.069,0.066,0.063,0.065,0.064,0.068,0.063,0.07,0.062,0.069,IL,858.6,844.2,851.6,838.8,815.5,824.5,808.1,791.6,811.7,781.9,778.8,791.9,795.6,802.7,817.5,831.0,836.0,857.1,863.5,860.9,1053.9
"Bloomington, IN",O3,4th Max,0.09,0.085,0.093,0.088,0.073,0.079,0.076,0.084,0.072,0.068,0.074,0.08,0.082,0.068,0.064,0.067,0.069,0.067,0.066,0.062,0.064,0.066,0.063,IN,912.2,900.8,899.9,903.2,869.7,886.7,878.3,846.4,883.3,866.5,875.2,893.1,907.6,924.0,923.8,947.4,956.9,983.9,981.7,980.4,1157.6
"Boise City, ID",CO,2nd Max,3.1,3.2,3.1,3.2,2.4,2.2,2.1,1.6,2.9,3.3,2.3,1.6,1.6,1.4,2.1,2.5,2.5,4.1,1.6,1.3,1.5,1.2,1.2,ID,739.1,738.9,740.3,761.3,720.5,739.1,722.6,719.0,714.5,714.0,729.1,758.8,751.9,771.3,771.7,787.1,794.1,816.0,813.0,807.5,897.8
"Boise City, ID",PM10,2nd Max,88.5,100.0,112.5,87.5,62.0,90.5,92.0,80.0,83.5,76.0,60.5,132.0,166.5,94.5,60.5,79.5,66.0,116.0,72.0,72.5,128.5,107.5,98.5,ID,739.1,738.9,740.3,761.3,720.5,739.1,722.6,719.0,714.5,714.0,729.1,758.8,751.9,771.3,771.7,787.1,794.1,816.0,813.0,807.5,897.8
"Boulder, CO",PM10,2nd Max,53.5,47.5,45.5,38.0,50.5,39.0,34.5,53.5,45.0,36.5,35.5,32.0,42.5,47.5,53.5,44.5,39.0,42.5,54.5,51.0,62.5,48.5,39.5,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Boulder, CO",PM2.5,Weighted Annual Mean,8.8,9.1,8.6,8.3,7.6,7.5,7.3,8.1,7.1,6.9,6.8,6.1,6.7,6.5,6.8,6.0,6.0,6.3,6.9,6.6,8.0,8.5,5.7,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Boulder, CO",PM2.5,98th Percentile,20.0,23.0,23.0,24.0,20.0,18.0,18.0,27.0,20.0,17.0,23.0,16.0,22.0,20.0,21.0,21.0,21.0,18.0,26.0,27.0,42.0,39.0,19.0,CO,634.4,639.3,650.5,651.5,618.8,639.6,625.4,624.4,639.6,626.9,625.6,636.4,638.7,639.9,657.9,666.2,677.4,678.8,676.4,684.0,807.9
"Bowling Green, KY",O3,4th Max,0.088,0.08,0.085,0.076,0.07,0.075,0.071,0.082,0.07,0.065,0.075,0.071,0.081,0.063,0.065,0.063,0.065,0.064,0.061,0.06,0.056,0.061,0.061,KY,977.4,979.8,995.1,977.4,932.1,961.6,950.5,941.8,963.4,958.5,967.5,975.6,996.8,995.6,1015.9,1052.3,1077.9,1082.4,1090.0,1096.5,1248.1
"Bridgeport-Stamford-Norwalk, CT",O3,4th Max,0.087,0.098,0.106,0.096,0.081,0.094,0.092,0.088,0.086,0.072,0.08,0.085,0.088,0.084,0.077,0.084,0.083,0.077,0.082,0.08,0.073,0.08,0.079,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Bridgeport-Stamford-Norwalk, CT",PM2.5,Weighted Annual Mean,13.4,13.5,13.2,12.9,12.0,13.9,12.4,12.3,11.8,9.3,9.0,9.8,8.9,8.2,9.0,9.1,8.8,7.1,7.7,7.8,7.9,8.1,7.3,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Bridgeport-Stamford-Norwalk, CT",PM2.5,98th Percentile,37.0,38.0,34.0,38.0,31.0,36.0,35.0,30.0,30.0,28.0,25.0,24.0,22.0,25.0,24.0,25.0,22.0,19.0,21.0,19.0,24.0,21.0,19.0,CT,884.7,868.9,870.9,850.3,838.5,840.2,831.9,812.3,812.1,802.5,802.8,824.6,816.5,824.0,830.2,850.3,854.0,872.6,874.1,890.4,1064.2
"Brunswick, GA",O3,4th Max,0.073,0.071,0.076,0.069,0.073,0.064,0.069,0.062,0.067,0.057,0.066,0.062,0.057,0.057,0.057,0.055,0.057,0.056,0.06,0.06,0.052,0.054,0.056,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Brunswick, GA",PM2.5,Weighted Annual Mean,14.4,12.1,10.9,11.7,12.4,12.8,11.6,12.1,9.9,9.7,10.6,8.9,7.5,8.2,8.6,7.3,7.9,7.5,6.3,7.6,7.7,7.7,8.8,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Brunswick, GA",PM2.5,98th Percentile,31.0,27.0,23.0,23.0,28.0,26.0,26.0,42.0,23.0,26.0,22.0,27.0,15.0,19.0,21.0,16.0,34.0,17.0,14.0,17.0,16.0,18.0,21.0,GA,780.2,769.8,769.2,771.0,750.6,747.7,740.6,730.8,732.7,724.6,735.6,725.9,734.3,751.5,761.5,782.6,789.8,796.8,809.9,808.2,962.4
"Buffalo-Cheektowaga-Niagara Falls, NY",CO,2nd Max,2.0,1.9,1.8,2.4,1.4,1.6,1.7,1.1,1.0,1.1,1.3,1.4,1.1,1.3,1.3,1.5,0.9,1.0,0.7,0.7,0.8,0.7,0.7,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Buffalo-Cheektowaga-Niagara Falls, NY",NO2,Annual Mean,22.0,21.0,20.0,20.0,18.0,19.0,16.0,16.0,15.0,14.0,13.0,13.0,10.0,10.0,9.0,11.0,10.0,10.0,10.0,9.0,8.0,8.0,9.0,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Buffalo-Cheektowaga-Niagara Falls, NY",O3,4th Max,0.083,0.099,0.102,0.092,0.078,0.09,0.079,0.084,0.075,0.066,0.072,0.071,0.081,0.068,0.062,0.069,0.072,0.064,0.069,0.061,0.065,0.067,0.067,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Buffalo-Cheektowaga-Niagara Falls, NY",PM2.5,Weighted Annual Mean,14.7,14.6,13.7,13.7,12.9,14.7,10.7,11.9,10.7,9.6,10.0,9.6,9.4,8.0,8.8,8.8,6.8,7.2,7.5,7.0,6.5,7.4,6.5,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Buffalo-Cheektowaga-Niagara Falls, NY",PM2.5,98th Percentile,31.0,41.0,43.0,39.0,33.0,40.0,28.0,35.0,27.0,24.0,28.0,25.0,23.0,20.0,19.0,23.0,15.0,17.0,19.0,17.0,19.0,17.0,16.0,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Buffalo-Cheektowaga-Niagara Falls, NY",SO2,99th Percentile,81.0,69.0,50.0,63.0,44.0,37.0,28.0,27.0,20.0,20.0,15.0,22.0,14.0,11.0,8.0,11.0,7.0,8.0,7.0,13.0,16.0,13.0,3.0,NY,833.7,834.5,826.2,812.9,796.4,796.7,778.9,771.9,774.0,758.7,755.7,766.4,761.3,768.0,759.4,776.1,781.7,782.7,804.3,803.8,1051.6
"Burlington-South Burlington, VT",O3,4th Max,0.069,0.076,0.084,0.074,0.07,0.069,0.065,0.077,0.072,0.06,0.063,0.058,0.065,0.062,0.059,0.066,0.06,0.06,0.062,0.054,0.056,0.061,0.057,VT,842.1,849.5,824.6,828.7,805.7,815.5,810.4,830.7,834.9,805.7,859.8,867.3,877.1,899.9,897.4,945.5,946.1,963.2,962.3,954.5,1036.2
"Butte-Silver Bow, MT",PM10,2nd Max,153.0,69.0,39.0,60.0,60.0,73.0,97.0,160.0,91.0,110.0,82.0,73.0,136.0,77.0,57.0,115.0,51.0,111.0,66.0,56.0,123.0,107.0,105.0,MT,897.4,911.3,933.0,920.7,870.3,907.1,889.3,894.0,912.8,887.2,892.1,913.1,893.0,936.9,916.5,962.5,950.1,971.0,940.6,973.3,1113.0
"Butte-Silver Bow, MT",PM2.5,Weighted Annual Mean,13.5,7.0,6.8,9.7,8.5,10.3,10.8,12.8,10.1,9.8,9.7,9.9,11.2,9.6,9.1,10.5,7.3,13.3,5.6,5.3,6.0,9.7,7.8,MT,897.4,911.3,933.0,920.7,870.3,907.1,889.3,894.0,912.8,887.2,892.1,913.1,893.0,936.9,916.5,962.5,950.1,971.0,940.6,973.3,1113.0
"Butte-Silver Bow, MT",PM2.5,98th Percentile,63.0,22.0,27.0,44.0,30.0,36.0,39.0,48.0,32.0,39.0,42.0,35.0,48.0,35.0,29.0,44.0,28.0,48.0,22.0,21.0,41.0,49.0,40.0,MT,897.4,911.3,933.0,920.7,870.3,907.1,889.3,894.0,912.8,887.2,892.1,913.1,893.0,936.9,916.5,962.5,950.1,971.0,940.6,973.3,1113.0
"Cadillac, MI",O3,4th Max,0.049,0.057,0.055,0.059,0.05,0.055,0.044,0.049,0.043,0.047,0.052,0.065,0.075,0.066,0.065,0.064,0.073,0.063,0.067,0.06,0.068,0.064,0.069,MI,874.9,865.0,876.6,863.7,847.0,864.3,857.3,867.1,889.2,873.1,890.6,906.3,909.6,933.8,947.7,958.8,969.3,979.7,989.4,992.1,1175.0
"Cambridge, MD",O3,4th Max,0.032,0.022,0.028,0.02,0.024,0.023,0.021,0.026,0.026,0.028,0.025,0.082,0.077,0.068,0.065,0.065,0.068,0.063,0.067,0.064,0.059,0.065,0.061,MD,826.1,815.7,808.2,809.6,779.4,784.9,774.5,774.0,772.1,765.1,750.4,750.6,755.8,770.6,767.5,786.6,811.5,824.9,836.8,840.3,992.0
"Canton-Massillon, OH",O3,4th Max,0.085,0.089,0.095,0.086,0.074,0.079,0.077,0.085,0.077,0.067,0.077,0.077,0.074,0.068,0.062,0.069,0.07,0.065,0.068,0.064,0.064,0.063,0.065,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Canton-Massillon, OH",PM2.5,Weighted Annual Mean,18.6,17.8,17.4,16.8,15.5,17.8,14.6,14.1,13.6,13.1,14.4,12.8,11.9,11.6,11.7,11.4,9.3,9.4,9.1,9.3,8.9,8.6,8.2,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Canton-Massillon, OH",PM2.5,98th Percentile,40.0,45.0,41.0,34.0,36.0,48.0,32.0,31.0,31.0,30.0,33.0,28.0,25.0,28.0,25.0,26.0,20.0,20.0,22.0,19.0,19.0,19.0,20.0,OH,952.4,948.7,962.2,954.2,928.1,951.1,930.4,926.3,953.2,929.5,942.3,965.2,974.5,978.8,987.6,1017.7,1029.5,1060.6,1063.0,1058.4,1228.9
"Cape Coral-Fort Myers, FL",O3,4th Max,0.075,0.067,0.062,0.074,0.072,0.07,0.07,0.069,0.068,0.062,0.064,0.062,0.063,0.065,0.062,0.058,0.06,0.063,0.065,0.061,0.06,0.057,0.058,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Cape Coral-Fort Myers, FL",PM10,2nd Max,42.0,42.0,36.0,47.0,56.0,49.0,81.0,47.0,48.0,40.0,67.0,35.0,57.0,49.0,49.0,43.0,35.0,51.0,45.0,51.0,57.0,47.0,69.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Cape Coral-Fort Myers, FL",PM2.5,Weighted Annual Mean,9.5,9.2,7.8,8.0,8.4,8.6,8.2,8.2,7.1,6.5,7.0,6.8,6.6,5.9,6.0,5.8,5.7,6.7,7.4,7.4,7.4,7.3,7.3,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Cape Coral-Fort Myers, FL",PM2.5,98th Percentile,25.0,22.0,16.0,16.0,18.0,19.0,18.0,19.0,15.0,13.0,13.0,14.0,15.0,15.0,13.0,13.0,12.0,14.0,16.0,14.0,18.0,17.0,17.0,FL,1028.6,1022.6,1005.5,991.9,970.5,957.2,936.1,915.2,921.4,911.0,924.4,912.9,917.8,926.3,934.8,945.9,957.3,970.4,964.5,963.8,1102.8
"Carlsbad-Artesia, NM",NO2,Annual Mean,6.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Carlsbad-Artesia, NM",O3,4th Max,0.069,0.066,0.075,0.065,0.065,0.067,0.076,0.066,0.067,0.066,0.069,0.071,0.073,0.069,0.072,0.067,0.063,0.076,0.083,0.08,0.073,0.08,0.079,NM,738.0,771.4,773.1,788.5,751.0,775.4,779.6,778.0,796.0,768.0,773.7,790.1,801.2,805.9,842.9,848.2,882.5,894.3,907.1,930.5,1130.3
"Cedar Rapids, IA",O3,4th Max,0.075,0.069,0.07,0.068,0.064,0.073,0.064,0.075,0.063,0.061,0.064,0.065,0.069,0.06,0.061,0.06,0.063,0.062,0.07,0.058,0.064,0.064,0.056,IA,958.9,947.9,953.5,953.8,910.6,938.1,917.4,907.6,946.1,908.2,910.8,920.4,923.5,936.7,939.5,947.5,942.3,970.5,962.2,978.3,1137.4
